@relation 'gesture-weka.filters.unsupervised.instance.RemoveMisclassified-Wweka.classifiers.bayes.NaiveBayes -D-C-1-F0-T0.1-I0-weka.filters.unsupervised.instance.RemoveMisclassified-Wweka.classifiers.bayes.NaiveBayes -D-C-1-F0-T0.1-I0'

@attribute meanX numeric
@attribute meanY numeric
@attribute meanZ numeric
@attribute maxX numeric
@attribute maxY numeric
@attribute maxZ numeric
@attribute minX numeric
@attribute minY numeric
@attribute minZ numeric
@attribute meanCrossingX numeric
@attribute meanCrossingY numeric
@attribute meanCrossingZ numeric
@attribute absMeanX numeric
@attribute absMeanY numeric
@attribute absMeanZ numeric
@attribute absDifferenceX numeric
@attribute absDifferenceY numeric
@attribute absDifferenceZ numeric
@attribute stdDeviationX numeric
@attribute stdDeviationY numeric
@attribute stdDeviationZ numeric
@attribute skewnessX numeric
@attribute skewnessY numeric
@attribute skewnessZ numeric
@attribute kurtosisX numeric
@attribute kurtosisY numeric
@attribute kurtosisZ numeric
@attribute rootMeanSquareX numeric
@attribute rootMeanSquareY numeric
@attribute rootMeanSquareZ numeric
@attribute percentile25X numeric
@attribute percentile25Y numeric
@attribute percentile25Z numeric
@attribute percentile50X numeric
@attribute percentile50Y numeric
@attribute percentile50Z numeric
@attribute percentile75X numeric
@attribute percentile75Y numeric
@attribute percentile75Z numeric
@attribute class {gesture-pacing,gesture-rocking,gesture-hairpulling,gesture-scratching,gesture-hitting,gesture-punching,gesture-still}

@data
0.02872,0.054668,0.103134,0.459537,0.680851,0.859369,-0.381127,-0.550217,-0.498144,7,5,6,0.244064,0.27254,0.329177,0.220789,0.278642,0,0.077548,0.104169,0.146959,0.13237,-0.301209,0.351483,-1.471229,-0.331967,-0.912056,0.279951,0.32735,0.396983,-0.251541,-0.27249,-0.242263,-0.005537,0.115071,0.044442,0.291943,0.200664,0.273538,gesture-rocking
0.025115,0.055532,0.089579,0.472406,0.733075,0.86296,-0.409259,-0.510563,-0.551415,5,7,5,0.231678,0.297089,0.37413,0.217106,0.336591,0,0.073973,0.130699,0.198575,0.299369,0.043981,0.289469,-1.266455,-0.715739,-1.115119,0.273137,0.365764,0.454532,-0.225055,-0.190189,-0.378583,-0.046872,-0.001646,0.050278,0.332495,0.265008,0.462979,gesture-rocking
-0.002889,0.044882,0.096009,0.431256,1.078737,0.713622,-0.869245,-0.495151,-0.919673,6,6,7,0.275512,0.29897,0.397302,0.258596,0.325125,0,0.116775,0.153193,0.210557,-0.839518,1.107054,-0.449869,0.320017,1.330984,-0.425221,0.341736,0.393964,0.468802,-0.269647,-0.28491,-0.25169,0.032471,-0.059556,0.096965,0.31364,0.205303,0.519841,gesture-rocking
0.03277,0.10206,0.068876,1.097741,0.782605,0.426318,-0.767641,-0.72275,-0.216226,5,7,7,0.534821,0.33358,0.149934,0.421522,0.323531,0,0.373947,0.148083,0.027573,0.336586,-0.146083,0.208329,-1.377722,-0.456267,-0.488665,0.612389,0.398119,0.179769,-0.530166,-0.258125,-0.104597,-0.108657,0.097264,0.059655,0.509516,0.332195,0.142605,gesture-rocking
-0.043857,0.082755,0.051934,1.112705,0.68549,0.42946,-1.441908,-0.425569,-0.308702,8,5,5,0.63485,0.310134,0.151159,0.739393,0.276062,0,0.518773,0.11825,0.0358,-0.204378,0.188314,0.267841,-0.923871,-1.205618,-0.21764,0.721593,0.353692,0.196208,-0.624288,-0.243311,-0.065092,-0.300323,0.075118,0.02484,0.484227,0.319626,0.162357,gesture-rocking
0.005343,0.177157,0.113753,1.025317,0.992995,0.593014,-1.121983,-0.713472,-0.507571,9,8,8,0.547989,0.362498,0.208519,0.580664,0.399216,0,0.401277,0.184937,0.063513,0.015201,-0.084321,-0.279239,-1.123267,-0.277615,0.867659,0.633486,0.465104,0.276502,-0.582539,-0.096217,0.003196,-0.105794,0.099359,0.055366,0.486173,0.528071,0.241216,gesture-rocking
-0.003268,0.124699,0.109577,1.307384,4.781969,1.132457,-0.947805,-3.508403,-0.664391,7,6,8,0.641876,0.711266,0.280349,0.614551,0.949478,0,0.486451,1.905468,0.135671,0.326912,1.054905,0.602216,-1.378768,8.080273,2.264075,0.697468,1.386008,0.384288,-0.600795,-0.141258,-0.066046,-0.275932,0.114323,0.111181,0.640299,0.318878,0.23957,gesture-rocking
0.070955,0.163933,0.00186,1.025167,1.555333,0.280271,-0.990002,-0.766743,-0.262165,8,7,6,0.561527,0.46683,0.117321,0.54671,0.497549,0,0.42382,0.321641,0.021323,-0.064798,0.411555,0.39505,-1.26937,0.219146,-0.475077,0.65487,0.590352,0.146036,-0.645986,-0.447117,-0.115221,-0.090381,0.080954,-0.033519,0.609923,0.593463,0.083199,gesture-rocking
0.070246,0.052566,0.094724,1.163133,1.125574,0.511611,-0.965163,-0.896479,-0.25618,8,8,9,0.613401,0.396912,0.141344,0.619011,0.47391,0,0.496503,0.259258,0.027487,0.029097,0.312396,0.482369,-1.404598,-0.15323,1.157946,0.708123,0.51188,0.190944,-0.633566,-0.341772,-0.008978,0.016909,-0.028581,0.055067,0.648978,0.255431,0.16505,gesture-rocking
0.002723,0.092877,0.070436,1.026813,0.889596,0.353743,-0.855179,-0.749385,-0.161758,6,5,9,0.552343,0.341476,0.097143,0.504254,0.358937,0,0.395074,0.185602,0.013258,0.275023,0.145275,0.498944,-1.2581,-0.368048,0.601083,0.628555,0.440713,0.13498,-0.631022,-0.162207,-0.001347,-0.215628,0.056563,0.04115,0.529867,0.367211,0.126893,gesture-rocking
-0.00718,0.145015,0.110248,1.14772,0.870741,0.409408,-1.217901,-0.845752,-0.220715,8,9,10,0.572382,0.352173,0.147683,0.678103,0.404266,0,0.464384,0.178327,0.023309,0.009877,-0.363353,0.176124,-0.968809,0.155554,0.237458,0.681495,0.446493,0.188318,-0.649876,-0.121955,-0.023493,-0.054169,0.063916,0.098462,0.526575,0.343418,0.189441,gesture-rocking
0.020913,0.108607,0.098926,1.262193,0.805948,0.50383,-0.959327,-0.779163,-0.216226,5,6,7,0.59944,0.375889,0.151298,0.552447,0.36552,0,0.513243,0.187028,0.028919,0.283267,-0.386956,0.532949,-1.181854,-0.624033,0.336749,0.716715,0.445897,0.196736,-0.799065,-0.196325,-0.039804,-0.068085,0.120608,0.087239,0.694917,0.47495,0.149039,gesture-rocking
0.060398,0.080263,0.1314,1.200393,0.831985,0.345364,-0.872238,-1.26743,-0.164152,5,8,8,0.591626,0.410154,0.15398,0.499865,0.425343,0,0.4494,0.259051,0.016837,0.31562,-1.123597,-0.097439,-1.322912,1.171408,0.044016,0.673088,0.51526,0.184668,-0.591069,-0.230442,0.066046,-0.119112,0.158766,0.095768,0.649427,0.434398,0.221763,gesture-rocking
0.03588,0.141141,0.050568,1.294814,1.006762,0.494253,-0.973093,-0.738312,-0.250793,5,8,6,0.592823,0.368988,0.169515,0.5306,0.432851,0,0.474076,0.190392,0.039459,0.27626,-0.283456,0.152168,-1.135338,0.323385,-0.453833,0.689466,0.458598,0.204979,-0.591817,-0.037709,-0.184653,-0.092775,0.205153,0.028132,0.483629,0.287005,0.179565,gesture-rocking
0.1029,0.093623,0.089901,1.20159,0.952443,0.345364,-1.04462,-0.863409,-0.13213,9,5,8,0.542469,0.395751,0.123136,0.622147,0.412,0,0.427925,0.230618,0.01603,0.107635,-0.336738,0.272249,-0.860777,-0.359329,-0.546714,0.662203,0.489268,0.15528,-0.347159,-0.369006,-0.018109,-0.024241,0.134223,0.068983,0.595109,0.34267,0.183156,gesture-rocking
0.033919,0.083681,0.103563,1.310077,0.845752,0.420931,-1.12303,-0.956484,-0.141108,5,6,9,0.657287,0.390969,0.128314,0.623802,0.428375,0,0.592948,0.227494,0.017283,0.187729,-0.315624,0.573229,-1.244078,-0.334265,0.489278,0.770778,0.484249,0.167357,-0.745046,-0.171634,0.017044,-0.007931,0.098013,0.058508,0.568324,0.385766,0.151284,gesture-rocking
0.014589,0.080014,0.113778,1.158794,0.96621,0.506374,-0.987159,-0.899172,-0.173131,7,5,11,0.647752,0.432809,0.139992,0.568894,0.433957,0,0.528739,0.253946,0.022129,0.304402,-0.01381,0.753392,-1.401663,-0.735638,1.268649,0.727291,0.510244,0.187282,-0.744447,-0.332644,-0.007457,-0.191087,0.1031,0.105195,0.61516,0.340426,0.16924,gesture-rocking
0.044886,0.181185,0.02423,1.205481,1.063774,0.463278,-1.116596,-0.746243,-0.229843,8,7,7,0.605189,0.450832,0.10368,0.667926,0.481167,0,0.505107,0.259961,0.021282,0.053105,-0.039744,1.247025,-1.113279,-0.601106,2.933679,0.712125,0.5411,0.147881,-0.653916,-0.294337,-0.056713,0.064981,0.213682,-0.016161,0.516549,0.443227,0.061651,gesture-rocking
-0.028366,0.056024,0.105628,1.216404,0.770484,0.594959,-1.142932,-1.013196,-0.225836,8,6,7,0.647551,0.352636,0.178908,0.698281,0.381045,0,0.543471,0.200891,0.038636,0.117988,-0.668312,0.33842,-1.303106,0.45492,0.453026,0.73775,0.451697,0.223143,-0.685041,-0.152032,-0.028581,-0.152181,0.08664,0.079308,0.489914,0.212785,0.24765,gesture-rocking
-0.012201,0.132607,0.108169,1.174057,0.85069,0.543783,-0.977134,-0.894833,-0.138265,8,7,12,0.554022,0.422854,0.15752,0.591591,0.43095,0,0.434224,0.228905,0.03352,0.256143,-0.91036,0.781694,-1.004347,0.287573,0.154188,0.659069,0.496477,0.212652,-0.720056,-0.141108,-0.033369,-0.059655,0.266056,0.058808,0.266355,0.396091,0.196923,gesture-rocking
0.015166,0.126365,0.071776,1.297657,1.043872,0.385766,-0.94571,-0.853533,-0.274884,8,6,6,0.599381,0.422012,0.144854,0.578993,0.479514,0,0.503715,0.2815,0.027287,0.451415,-0.097736,-0.123298,-1.11741,-0.289685,-0.227209,0.709891,0.545406,0.180109,-0.610821,-0.175076,-0.04938,-0.125546,0.06599,0.084695,0.637307,0.446668,0.191985,gesture-rocking
0.084139,0.105721,0.075647,1.564312,1.125574,0.549619,-0.936582,-0.919673,-0.352097,6,6,8,0.589829,0.387844,0.189555,0.671155,0.447125,0,0.541289,0.238592,0.052694,0.549785,0.308847,0.290592,-0.648402,0.197332,-0.415376,0.740519,0.499769,0.241695,-0.460884,-0.172682,-0.116568,-0.076465,-0.06072,0.036362,0.549619,0.261267,0.180463,gesture-rocking
0.007176,-0.005741,0.178811,1.228974,0.696713,0.597952,-1.034295,-0.819415,-0.350002,8,6,7,0.640725,0.30756,0.231211,0.655112,0.335622,0,0.541239,0.14405,0.05974,0.209413,-0.0866,0.150744,-1.447733,-0.322758,-0.160972,0.735725,0.379582,0.302841,-0.768239,-0.293439,-0.01227,-0.043676,-0.04953,0.132429,0.698059,0.294786,0.278326,gesture-rocking
0.070756,0.109088,0.124757,1.237054,0.758363,0.699855,-1.247529,-0.93299,-0.295235,8,7,9,0.68825,0.321125,0.212983,0.743736,0.396475,0,0.592631,0.165997,0.058343,0.014891,-0.948715,0.412706,-1.359913,1.551203,-0.001296,0.77307,0.421778,0.271859,-0.665139,0.032621,-0.092626,0.225654,0.11552,0.073921,0.870143,0.266804,0.329053,gesture-rocking
-0.022958,0.161033,0.139007,1.232864,1.098939,0.643292,-1.0117,-0.698359,-0.307206,8,8,8,0.582242,0.359571,0.191457,0.619314,0.432453,0,0.491899,0.185649,0.046851,0.403154,0.077128,0.387069,-0.994363,-0.028721,0.619316,0.701731,0.459979,0.257243,-0.728137,-0.08664,0.005237,-0.084156,0.062851,0.105644,0.22264,0.449362,0.229394,gesture-rocking
0.012489,0.165028,0.098531,1.271022,1.751957,0.777966,-1.26788,-0.678158,-0.325611,5,9,8,0.678089,0.412348,0.192338,0.558238,0.576554,0,0.579929,0.292837,0.062433,0.218845,1.187831,0.930494,-1.277625,2.38429,1.834639,0.761633,0.565748,0.268592,-0.663942,-0.261267,-0.049081,-0.150202,0.04938,0.085293,0.635511,0.37978,0.19408,gesture-rocking
0.041558,0.017892,0.111471,1.302895,0.823605,0.439935,-0.925658,-0.980875,-0.477643,7,5,9,0.66212,0.336874,0.217878,0.63168,0.403373,0,0.526849,0.180659,0.055312,0.221152,-0.417207,-0.715139,-1.367908,0.189236,0.529465,0.727032,0.425417,0.260265,-0.664541,-0.191686,-0.063746,-0.21054,-0.023942,0.125546,0.543783,0.300622,0.287903,gesture-rocking
0.02282,0.081104,0.078504,1.216703,0.998232,0.571466,-1.248427,-0.589722,-0.440234,5,5,7,0.64196,0.363903,0.187575,0.570583,0.388706,0,0.520785,0.18571,0.053061,-0.009455,0.081384,0.059522,-1.233748,-0.434096,0.420519,0.722015,0.438507,0.243359,-0.650325,-0.432752,-0.133926,-0.21458,0.168193,0.050067,0.574758,0.275632,0.219818,gesture-rocking
0.06336,0.129688,0.110889,1.057788,0.91653,0.698508,-1.135301,-0.61112,-0.373196,8,5,8,0.548388,0.341471,0.18258,0.59267,0.321601,0,0.410917,0.15513,0.048002,-0.013255,0.031301,0.376287,-1.104483,-0.557893,1.962744,0.644152,0.414668,0.245558,-0.432153,-0.234183,-0.002095,-0.022371,0.0826,0.067337,0.587028,0.378882,0.227449,gesture-rocking
0.032743,0.081304,0.109005,1.169867,1.064821,0.63596,-1.158794,-0.700753,-0.404022,6,7,7,0.578829,0.358723,0.203391,0.638086,0.474604,0,0.458782,0.207726,0.062004,0.197452,0.02944,0.099154,-0.987318,-0.127894,0.14668,0.678126,0.462965,0.271821,-0.484078,-0.19004,-0.049231,-0.072275,0.043545,0.039355,0.547075,0.261567,0.24346,gesture-rocking
0.03457,0.079781,0.077409,1.391031,0.973542,0.473603,-0.87119,-0.666037,-0.296432,7,6,8,0.594791,0.331064,0.164016,0.629009,0.38305,0,0.467364,0.174387,0.03502,0.366275,0.392055,0.018473,-1.123183,-0.157532,-0.222092,0.684513,0.425149,0.202515,-0.63566,-0.286107,-0.054618,-0.190638,0.003591,0.028431,0.731429,0.278625,0.208894,gesture-rocking
0.056106,0.184452,0.027136,1.120037,1.067066,0.459986,-0.959776,-0.390704,-0.29299,7,7,11,0.515673,0.359286,0.161677,0.546625,0.376892,0,0.362657,0.189846,0.037682,0.310408,0.58655,0.503327,-0.957819,-0.682843,-0.212427,0.604818,0.473148,0.196006,-0.417639,-0.211438,-0.145597,-0.140809,0.049231,-0.025289,0.384868,0.386813,0.151882,gesture-rocking
-0.015249,0.071972,0.074039,1.168221,0.810587,0.423923,-0.880917,-0.802656,-0.396989,6,5,5,0.562159,0.313988,0.159183,0.523913,0.377207,0,0.3893,0.171551,0.039629,0.523201,-0.254984,-0.092192,-1.21706,0.376333,0.296524,0.624126,0.420394,0.212393,-0.538995,-0.133776,-0.044592,-0.312294,0.040253,0.034088,0.55755,0.289249,0.223409,gesture-rocking
-0.002805,0.136792,0.116566,1.260098,0.749834,0.510563,-1.206678,-0.990451,-0.249296,7,7,8,0.589326,0.354206,0.147109,0.628025,0.367569,0,0.498343,0.176975,0.031873,0.290685,-1.240226,0.733016,-0.897574,1.579247,1.006438,0.70594,0.442365,0.213214,-0.562787,-0.039415,0.01242,-0.116867,0.178967,0.067337,0.374393,0.424522,0.201711,gesture-rocking
0.038373,0.03437,0.139942,1.350928,1.09415,0.923414,-1.092504,-1.145925,-0.270246,7,9,6,0.565759,0.423222,0.20807,0.567803,0.554374,0,0.444442,0.293687,0.068832,0.402937,-0.5915,1.272503,-0.829796,0.38119,2.551619,0.667769,0.543018,0.297348,-0.486771,-0.397886,-0.048931,-0.238672,0.158766,0.070479,0.386065,0.300921,0.272041,gesture-rocking
0.05834,0.150588,0.081028,1.100884,0.696264,0.489315,-0.941071,-0.894833,-0.516399,8,7,8,0.622833,0.34992,0.242307,0.616829,0.377259,0,0.47769,0.16229,0.072047,0.023947,-1.016896,-0.479718,-1.617966,1.156231,-0.36651,0.693609,0.430078,0.28038,-0.63581,0.030227,-0.207697,-0.032322,0.124947,0.11148,0.687884,0.40462,0.228646,gesture-rocking
0.020943,0.1502,0.035489,1.239897,1.242591,0.586879,-0.9496,-0.777667,-0.325761,8,8,8,0.60324,0.423511,0.153519,0.652858,0.488163,0,0.473793,0.275492,0.03967,0.280715,0.357747,0.874961,-1.383514,-0.448704,1.748141,0.688645,0.545941,0.20231,-0.616058,-0.158317,-0.115371,-0.083199,0.000748,-0.006584,0.704494,0.471508,0.134674,gesture-rocking
0.087525,0.170206,-0.038844,1.311723,1.289876,0.233435,-1.081431,-0.744746,-0.406416,6,5,8,0.598029,0.447993,0.147036,0.563101,0.474403,0,0.476537,0.28736,0.03126,-0.015476,0.168277,-0.59598,-1.052327,-0.49554,-0.723473,0.695843,0.562432,0.181022,-0.434697,-0.197821,-0.200365,-0.010175,0.08096,0.028762,0.606032,0.489165,0.078859,gesture-rocking
0.063576,0.014661,0.078248,1.186776,0.724994,0.595258,-1.148169,-0.797269,-0.250044,8,8,5,0.576394,0.300379,0.215086,0.691674,0.408365,0,0.460532,0.147818,0.07366,0.012239,-0.357194,0.603145,-1.039108,0.088392,-0.868054,0.681597,0.384751,0.282459,-0.574309,-0.177171,-0.214281,-0.026632,-0.000449,0.007183,0.584335,0.27264,0.281169,gesture-rocking
0.017927,0.024126,0.189363,1.330428,0.698508,1.000926,-1.189469,-1.120337,-0.373944,8,10,9,0.637427,0.377315,0.278951,0.736951,0.485521,0,0.541217,0.231183,0.092291,0.178009,-0.979748,0.630277,-1.04469,0.664689,1.335158,0.735893,0.481419,0.35798,-0.620398,-0.219518,0.023792,-0.177321,0.1652,0.108188,0.636858,0.266056,0.311097,gesture-rocking
-0.026221,0.126381,0.087477,1.249773,0.962319,0.626682,-1.255011,-0.861314,-0.313192,6,8,6,0.717636,0.435074,0.210016,0.667414,0.487796,0,0.650011,0.238855,0.065012,0.109168,-0.472353,0.49058,-1.336625,-0.489319,-0.190094,0.806659,0.504804,0.269564,-0.623241,-0.335039,-0.110881,-0.332794,0.245256,0.056713,0.759261,0.481235,0.205602,gesture-rocking
0.028936,0.126131,0.149707,1.642722,1.125424,0.561889,-1.033248,-1.171513,-0.40866,8,8,8,0.694165,0.450126,0.24607,0.761933,0.625108,0,0.705979,0.299391,0.082447,0.506345,-0.6897,0.119615,-0.8854,0.460096,-1.00775,0.840723,0.561516,0.323819,-0.762703,-0.113725,-0.064195,-0.116867,0.144876,0.039205,0.670676,0.477494,0.47899,gesture-rocking
-3.766737,1.278141,-1.365889,3.399766,9.098865,2.7457,-12.066776,-7.534254,-5.914127,10,8,13,4.389364,3.73412,2.570777,4.799669,4.024929,0,14.848776,19.679003,7.369666,-0.127735,0.05448,-0.057883,-0.479112,-0.600146,-1.189447,5.388606,4.616563,3.038967,-6.38758,-1.72188,-3.826683,-4.762067,0.38816,-1.515679,-1.54022,4.634576,0.901567,gesture-pacing
-3.534852,-0.886677,-1.073861,2.344971,5.726481,3.995923,-12.221353,-8.70023,-4.601356,10,10,7,4.306113,4.193549,2.18975,4.879733,4.753553,0,17.168097,21.247927,4.978697,-0.196249,-0.096143,0.60238,-0.959244,-1.502082,-0.276823,5.446401,4.694052,2.476262,-7.5977,-5.45055,-2.480543,-3.708319,-1.137695,-1.759589,-0.170587,3.125486,-0.059556,gesture-pacing
-3.523499,0.147871,-1.623019,2.393902,7.954136,1.673996,-9.72824,-6.679224,-5.605724,14,8,8,3.891816,4.576204,2.137218,4.948248,5.033999,0,11.331068,26.554266,3.680939,-0.199097,0.298074,0.137051,-0.926608,-1.533268,-0.431024,4.872998,5.155204,2.512992,-6.772598,-4.867262,-3.132963,-2.839074,-1.220145,-2.223016,-1.107019,5.868787,-0.688034,gesture-pacing
-4.05399,0.206587,-0.632675,3.235614,8.966734,5.188903,-12.458528,-10.270826,-5.145439,9,10,8,4.449721,4.556168,3.077409,4.1586,5.474702,0,12.56782,27.897547,11.126878,-0.432879,-0.185305,0.601769,0.666673,-0.875092,-1.119993,5.385411,5.285851,3.395167,-6.384438,-5.708824,-3.588759,-3.650559,0.090531,-2.133982,-2.549376,4.301931,1.84578,gesture-pacing
-3.354993,0.238931,-1.810211,3.43957,7.568371,4.26931,-12.858958,-6.535722,-6.014085,9,10,9,3.817706,4.148863,2.735719,4.586961,4.743155,0,14.205347,21.535028,7.36958,-0.665716,0.235487,0.461213,0.60508,-1.524256,-0.029182,5.045921,4.646732,3.262889,-5.902007,-4.047996,-4.534917,-3.772364,-1.275122,-1.997064,-0.616956,4.863372,-0.823449,gesture-pacing
-3.74769,-0.459419,-0.817203,2.561796,8.798542,4.671184,-14.677504,-8.676587,-5.988497,11,11,7,4.403998,4.294822,1.866203,5.609238,5.495386,0,18.416119,24.226868,5.547378,-0.617334,0.251604,0.002714,0.235884,-1.022015,0.471853,5.697482,4.943474,2.49303,-6.960543,-5.065981,-3.170222,-4.020014,-2.108693,-0.345364,-0.708983,3.256563,0.385616,gesture-pacing
-3.680456,-0.913344,-1.276688,1.392378,6.99077,2.844461,-13.414712,-14.826992,-4.140173,11,8,11,3.895008,5.565443,1.712283,4.433794,6.25973,0,11.689875,39.615074,2.644194,-1.169666,-0.441069,0.545138,1.838607,-0.816676,0.464872,5.023508,6.359974,2.067396,-5.78065,-5.934029,-2.628684,-2.520645,-1.69377,-1.501464,-1.640477,4.175188,-0.18585,gesture-pacing
-3.981589,-0.158479,-2.573035,3.613898,8.95611,1.926135,-10.450541,-9.737368,-10.755353,12,9,12,4.9148,4.378607,3.068063,4.755279,6.659218,0,17.167507,27.503067,8.480095,0.290369,-0.071664,-0.852677,-0.896284,-0.731655,1.577811,5.746352,5.246731,3.885949,-7.471705,-3.498826,-4.819827,-4.761319,-1.06108,-2.03986,-0.91668,4.210353,-0.9291,gesture-pacing
-4.0111,-0.735179,-1.323579,4.095731,7.441179,5.146486,-11.484836,-9.091831,-6.651092,11,11,8,5.053146,4.899774,3.209019,5.718399,5.847124,0,18.146574,29.66981,10.63265,0.287514,0.212405,0.586962,-0.435628,-1.490274,-0.627473,5.851111,5.496389,3.519163,-6.855198,-5.955577,-3.710564,-5.223849,-0.868048,-2.15568,-1.670554,4.526089,0.845901,gesture-pacing
-4.187026,0.254081,-1.534641,1.645833,10.059688,1.914763,-12.599037,-11.048792,-6.863728,11,8,11,4.511496,5.415912,2.077841,4.194991,6.336307,0,12.148562,35.999794,4.482914,-0.74144,-0.069073,-0.498886,0.740711,-1.225657,0.503649,5.447913,6.005361,2.614964,-5.977424,-5.237765,-3.035548,-3.589357,-1.434875,-1.381454,-2.350956,5.24824,-0.623839,gesture-pacing
-3.35865,-0.109441,-2.445527,1.119593,8.51034,0.92087,-7.949498,-8.646809,-6.848913,16,11,12,3.571062,4.647112,2.537614,4.661032,6.120793,0,8.152832,27.114706,3.24698,0.028083,0.036089,-0.408163,-1.4582,-1.305434,0.418745,4.408329,5.208328,3.037694,-6.265776,-5.518934,-3.475932,-3.82758,-1.617882,-2.876334,-1.094449,3.056947,-1.401655,gesture-pacing
-4.417058,-0.375763,-1.019532,1.068412,9.094376,5.771522,-13.046753,-10.20723,-5.809952,10,9,6,4.684086,5.549842,2.829369,5.444145,6.126388,0,18.83336,35.87222,9.492253,-0.510946,0.126401,1.001993,-0.806288,-1.50687,0.309348,6.192234,6.001118,3.245258,-8.591743,-5.666776,-2.992303,-4.032584,-3.036004,-2.01906,-0.461482,4.936994,-0.186,gesture-pacing
-3.823531,-0.969615,-0.976314,2.416947,5.73546,2.670433,-10.669909,-10.24434,-6.033987,12,9,10,4.065226,3.939082,1.952303,4.120626,5.542165,0,10.47883,21.898655,4.709765,-0.507581,-0.271535,-0.217622,-0.09693,-0.978831,-0.203092,5.009812,4.778997,2.379696,-6.478859,-6.474371,-2.729989,-2.96492,-0.819565,-1.440262,-2.044648,2.081908,0.310348,gesture-pacing
-3.255498,-1.505968,-1.624518,2.409165,9.382876,1.77126,-10.678887,-21.870434,-4.867113,11,9,8,3.883344,5.398058,2.00456,4.407907,7.540001,0,12.079358,48.93091,3.426698,-0.357845,-1.05556,0.048279,0.034325,2.149995,-1.021622,4.762104,7.155338,2.462876,-5.243751,-5.187936,-2.976442,-3.838354,-2.624045,-2.126268,-0.319626,2.893692,-0.196325,gesture-pacing
-4.406205,-0.845075,-1.887658,5.669619,10.436175,4.043956,-18.082058,-9.540894,-15.163227,12,11,10,5.465599,5.096525,3.212814,7.000494,6.486998,0,31.340515,32.894405,17.42876,-0.639392,0.397992,-1.513866,0.482295,-0.879516,3.902923,7.124265,5.797289,4.581704,-8.864831,-5.844396,-4.198831,-3.686023,-2.529324,-1.732355,-1.609801,3.967791,0.485424,gesture-pacing
-4.442296,-0.833903,-0.765612,5.028273,14.974684,5.723788,-11.076325,-22.288073,-6.488586,16,9,9,5.137363,6.341031,2.711874,6.570961,8.332249,0,19.765257,65.45972,9.629749,0.187921,-0.544242,0.113127,-0.75331,1.227218,-0.667403,6.284842,8.133579,3.196234,-9.162011,-6.859238,-3.795537,-5.423316,-1.431433,-1.191115,-1.530942,4.003105,1.35422,gesture-pacing
-2.255242,0.032714,-1.712095,3.894468,8.157793,2.265962,-7.533056,-7.21762,-6.955605,11,10,8,2.91375,3.987516,2.078649,3.369979,5.488426,0,8.15276,21.558605,4.876138,-0.007929,0.074599,-0.516895,-0.123448,-1.154322,-0.039805,3.638527,4.64324,2.794173,-4.372112,-3.807978,-3.464859,-2.231396,-0.522086,-1.33791,-0.322619,3.978116,-0.060304,gesture-pacing
-4.638609,-0.668525,-2.130019,0.972495,9.980679,1.782184,-10.556933,-12.216265,-7.177667,13,11,6,4.735858,5.752994,2.570851,4.950026,8.00282,0,13.110123,41.65518,6.193494,0.035815,-0.294516,-0.349974,-1.581704,-1.310712,-0.6741,5.884456,6.488614,3.27574,-7.643639,-7.89084,-3.912724,-6.548141,0.927454,-1.948431,-0.988057,4.823568,-0.280165,gesture-pacing
-3.252044,0.57394,-1.471777,1.429488,9.671378,3.499275,-9.208998,-8.983494,-7.478139,12,11,9,3.530609,4.482344,1.955466,3.703426,5.668838,0,8.910335,27.286793,5.83126,-0.212376,-0.038494,-0.789193,-0.94732,-0.954337,1.318623,4.414309,5.255112,2.827965,-5.699547,-4.803517,-3.222745,-3.444209,0.746243,-0.884807,-0.952443,4.152743,-0.262165,gesture-pacing
-5.065452,-0.413002,-1.70781,1.104026,9.05532,5.493568,-13.681815,-11.556811,-6.696582,13,8,10,5.390147,5.378856,2.520873,6.575784,6.413431,0,21.18378,38.54551,7.048638,-0.416417,-0.145826,0.665837,-0.866398,-1.180759,1.643874,6.844164,6.222224,3.156779,-9.735124,-6.535123,-3.9021,-4.753538,-1.286883,-2.120963,-1.204433,5.817611,-0.498742,gesture-pacing
-2.806233,-0.471836,-1.418201,6.139481,5.055058,2.932673,-8.144476,-10.130167,-8.987235,10,9,6,3.531208,3.654451,2.513062,3.830762,4.530811,0,10.466341,18.629839,7.803158,0.590777,-0.568353,-0.618149,1.721877,-0.675442,1.136611,4.282672,4.341943,3.132803,-5.733514,-4.420445,-3.120992,-2.70874,0.582839,-1.721431,-1.368885,3.480421,0.265756,gesture-pacing
-2.790538,0.044293,-1.895153,2.878579,9.345616,5.175055,-10.301353,-8.421156,-6.396858,11,9,9,3.313823,4.123115,2.49089,3.530619,5.08411,0,9.834879,26.327246,6.218296,-0.439743,0.271481,0.700058,0.262481,-0.717846,1.993357,4.197855,5.131199,3.132076,-5.159954,-3.855862,-4.378696,-3.123236,0.143811,-2.045396,-0.399532,2.683152,-0.392649,gesture-pacing
-3.36303,0.228528,-2.728112,4.41126,8.40275,0,-7.633164,-9.073277,-5.31857,9,8,12,4.134458,4.092231,2.728112,2.652241,5.190454,0,9.708136,24.567295,1.807926,0.808044,0.187528,-0.120584,0.644423,-1.030574,-0.631872,4.584551,4.961806,3.041467,-5.114015,-4.044704,-3.974674,-3.747374,0.030893,-2.79134,-2.63841,4.92188,-2.162563,gesture-pacing
