@relation 'gesture-weka.filters.unsupervised.instance.RemoveMisclassified-Wweka.classifiers.bayes.NaiveBayes -D-C-1-F0-T0.1-I0-weka.filters.unsupervised.instance.RemoveMisclassified-Wweka.classifiers.bayes.NaiveBayes -D-C-1-F0-T0.1-I0'

@attribute meanX numeric
@attribute meanY numeric
@attribute meanZ numeric
@attribute maxX numeric
@attribute maxY numeric
@attribute maxZ numeric
@attribute minX numeric
@attribute minY numeric
@attribute minZ numeric
@attribute meanCrossingX numeric
@attribute meanCrossingY numeric
@attribute meanCrossingZ numeric
@attribute absMeanX numeric
@attribute absMeanY numeric
@attribute absMeanZ numeric
@attribute absDifferenceX numeric
@attribute absDifferenceY numeric
@attribute absDifferenceZ numeric
@attribute stdDeviationX numeric
@attribute stdDeviationY numeric
@attribute stdDeviationZ numeric
@attribute skewnessX numeric
@attribute skewnessY numeric
@attribute skewnessZ numeric
@attribute kurtosisX numeric
@attribute kurtosisY numeric
@attribute kurtosisZ numeric
@attribute rootMeanSquareX numeric
@attribute rootMeanSquareY numeric
@attribute rootMeanSquareZ numeric
@attribute percentile25X numeric
@attribute percentile25Y numeric
@attribute percentile25Z numeric
@attribute percentile50X numeric
@attribute percentile50Y numeric
@attribute percentile50Z numeric
@attribute percentile75X numeric
@attribute percentile75Y numeric
@attribute percentile75Z numeric
@attribute class {gesture-pacing,gesture-rocking,gesture-hairpulling,gesture-scratching,gesture-hitting,gesture-punching,gesture-still}

@data
9.170172,0.694722,-13.616241,134.24454,24.149017,2.714576,-9.810541,-9.925163,-148.34396,3,9,3,17.712414,7.019784,14.550323,24.007055,9.252852,0,1715.6305,76.066086,1605.7942,2.861812,1.123698,-2.958679,6.940861,1.181499,7.728218,42.423134,8.749213,42.322525,-7.065439,-6.688502,-2.199822,-4.304625,-2.537854,-0.709432,-2.199673,5.401618,0.727987,gesture-pacing
1.514278,0.617283,-6.855304,126.29486,15.899353,3.477428,-10.995072,-24.292618,-115.34531,3,10,2,11.390737,7.640808,8.117254,17.025215,10.66527,0,833.7252,84.9489,626.01764,4.34586,-0.692651,-4.394058,19.20992,1.092969,19.515823,28.913979,9.237421,25.942492,-9.053075,-6.338948,-3.647865,-5.54557,0.691975,-1.764227,-1.801487,6.350471,0.400281,gesture-pacing
5.380857,0.520345,-8.443193,140.39429,8.669404,4.897788,-9.62514,-9.328259,-141.59424,2,11,2,10.034281,4.758551,9.360622,17.192982,6.262832,0,973.30176,31.118122,942.01917,4.366143,-0.247138,-4.402352,19.339119,-1.04196,19.560863,31.658419,5.602577,31.832476,-4.167108,-4.871303,-3.651906,-1.566855,0.828394,-1.212962,1.063774,4.989217,-0.084994,gesture-pacing
3.027734,0.403486,-8.141398,132.7446,22.34909,3.877111,-9.507075,-8.892215,-146.24405,2,8,2,10.550428,5.109154,9.361097,18.675434,6.953364,0,898.3534,50.02428,1010.2047,4.366395,1.500533,-4.425193,19.343168,3.365931,19.705359,30.12509,7.084284,32.809864,-7.476194,-5.41733,-3.182343,-3.945345,-0.942418,-0.609261,-0.638289,2.775927,0.461216,gesture-pacing
10.143381,1.883414,-13.455457,138.44437,30.598755,3.134758,-9.303867,-7.746889,-128.09479,4,9,4,16.0519,5.378381,13.791598,29.03545,8.082193,0,1570.3324,65.552826,1337.4167,2.888434,2.255873,-2.885231,7.228745,7.1658,7.084435,40.90502,8.312647,38.9675,-5.321113,-3.625869,-2.710236,-2.811691,-0.886752,-1.121085,0.51206,3.939659,-0.163853,gesture-pacing
3.723955,-0.999337,-9.966952,136.64444,12.848483,2.442385,-9.701305,-13.949432,-162.2934,6,10,2,11.350809,4.568894,10.687396,19.82962,5.939284,0,947.88635,32.983543,1227.0408,4.332959,0.073335,-4.436805,19.121557,0.918204,19.77962,31.012163,5.829427,36.419514,-6.370821,-5.008071,-4.15409,-4.728099,-1.025317,-2.116923,0.369156,2.817975,-1.286584,gesture-pacing
4.493891,-0.476356,-9.908402,137.99438,6.999748,1.915511,-8.281993,-14.699402,-158.99353,2,10,2,10.143234,4.359832,10.51195,18.258823,6.283124,0,948.93915,29.813684,1177.0173,4.386599,-0.816551,-4.426931,19.466482,0.523106,19.714857,31.130924,5.48093,35.709858,-5.801001,-5.71885,-4.415806,-2.603395,0.604639,-2.244415,0.407577,2.44044,-0.518346,gesture-pacing
4.573447,-0.385126,-8.693245,140.84427,11.581652,2.982277,-9.102755,-19.499207,-144.8941,2,11,2,10.039499,5.610726,9.466266,17.616308,8.111122,0,985.666,50.211136,982.8078,4.409219,-0.665018,-4.423424,19.608612,1.143816,19.694376,31.726685,7.09644,32.532753,-4.360589,-5.291485,-5.15726,-2.862717,0.587028,-1.46166,-0.128239,4.763264,-0.023942,gesture-pacing
10.300673,-0.10488,-12.423552,133.49457,11.429919,2.06874,-9.845706,-13.203723,-112.34543,3,11,3,16.200615,7.094583,12.7512,23.095736,8.423305,0,1651.4362,64.22639,1071.692,2.863228,-0.050001,-2.873553,6.950182,-1.314261,6.992525,41.923027,8.014823,35.014805,-4.993407,-7.864803,-3.245939,-2.243517,-1.11465,-2.482338,-0.914435,6.790704,-0.023493,gesture-pacing
5.041298,-0.350144,-8.540509,136.19446,12.476933,5.860407,-10.429143,-23.84903,-148.79395,2,8,2,9.901572,5.407845,9.1552,17.23161,6.80557,0,918.09894,54.887794,1039.9525,4.368266,-1.365943,-4.438552,19.356487,3.933059,19.793058,30.716665,7.416899,33.36005,-5.015703,-5.269937,-3.082984,-1.968632,0.198419,-1.099387,0.485424,4.757877,-0.311845,gesture-pacing
3.003425,-1.085323,-9.68956,133.64456,13.728652,1.460912,-10.595839,-26.54892,-154.19373,6,10,2,11.153797,6.679289,9.927185,17.240198,8.666739,0,912.25793,74.163284,1103.804,4.359013,-1.013696,-4.440089,19.289907,2.414816,19.798187,30.352568,8.679932,34.60768,-6.651242,-7.195923,-5.646725,-3.844789,-1.404648,-1.461211,-1.164181,5.380968,-0.612766,gesture-pacing
1.716965,1.08635,-9.414259,123.89496,41.698303,0.723947,-11.253346,-12.019192,-137.99438,2,8,4,10.768589,7.250311,9.537834,16.129486,11.917347,0,797.40607,126.6412,876.5958,4.362153,2.33034,-4.418096,19.318624,7.885395,19.657621,28.290531,11.305811,31.068054,-7.790882,-7.261913,-4.514566,-4.439748,-0.985364,-2.375198,-1.786374,4.458453,-0.99943,gesture-pacing
9.303776,2.245688,-13.646199,134.9945,33.598633,4.624251,-8.04377,-10.944943,-126.59485,4,6,4,16.765045,6.006185,14.856837,29.663986,9.391109,0,1579.8531,84.88277,1405.9697,2.87388,1.969823,-2.860427,7.071226,5.86437,6.935813,40.821724,9.482926,39.902237,-6.011092,-3.347094,-4.505888,-4.326621,0.427372,-2.045546,-0.6323,3.955072,0.103211,gesture-pacing
4.158041,0.806183,-9.60987,140.84427,19.349213,1.29646,-10.298658,-11.356148,-145.64407,2,10,2,10.793496,6.98056,9.76156,18.690601,8.69969,0,996.51447,68.50232,978.0192,4.373594,0.373679,-4.441241,19.387058,-0.494648,19.80694,31.840282,8.315783,32.71649,-5.624279,-6.176591,-4.402189,-3.181146,0.59065,-3.211522,0.518241,7.507917,-0.622941,gesture-pacing
5.481322,-1.412771,-9.161806,139.34433,12.122741,2.982726,-14.194922,-16.049347,-153.14377,6,12,2,11.324101,5.940507,9.899488,20.708574,9.229021,0,975.11707,47.705837,1101.2081,4.22665,0.04122,-4.405164,18.501347,-0.412687,19.57243,31.704287,7.049947,34.42596,-4.632631,-6.921787,-2.9317,-0.692373,-2.160917,-0.788291,3.55524,4.471321,0.219069,gesture-pacing
7.946958,2.578989,-12.836412,125.3949,30.148773,2.853739,-12.124237,-10.197354,-118.94516,4,12,4,16.776749,7.793664,13.179985,29.572475,11.660013,0,1461.7743,92.80018,1130.6606,2.817397,0.977917,-2.883546,6.800876,1.69295,7.098421,39.050335,9.97253,35.99214,-9.210793,-7.3291,-3.283947,-3.850026,2.433706,-1.902492,0.229394,7.198018,-0.928052,gesture-pacing
3.0553,0.091821,-10.273693,137.6944,11.395203,2.682703,-11.737424,-9.186702,-153.89374,4,14,2,11.785083,5.204022,10.941003,18.394476,8.710165,0,972.1948,37.5067,1095.5869,4.335203,0.219765,-4.404454,19.138817,-1.048682,19.577452,31.329372,6.12496,34.657406,-6.436063,-6.27206,-6.620716,-4.835539,-0.782156,-4.153791,-0.599748,5.353136,-0.439186,gesture-pacing
2.658887,-1.517772,-8.93624,135.59448,17.044472,4.903175,-15.656134,-26.54892,-155.09369,2,13,2,11.263179,7.468843,10.085615,18.734129,11.696994,0,952.251,90.49904,1131.4758,4.297604,-0.379734,-4.424798,18.931116,1.365264,19.706041,30.9729,9.633415,34.8042,-9.143756,-7.855824,-4.209904,-4.303877,-2.139369,-1.913715,0.023493,3.96824,-0.170138,gesture-pacing
2.606926,-1.196711,-7.130318,136.94443,8.624064,0.97429,-9.879375,-16.049347,-127.94479,2,12,2,11.217375,5.330702,7.50313,16.299955,7.567439,0,958.8932,39.41607,770.0592,4.401754,-0.505283,-4.45444,19.560759,-0.282532,19.888437,31.075533,6.391259,28.651361,-6.840384,-5.707478,-1.988384,-4.61213,0.309569,-0.841113,-2.032528,3.76593,0.374528,gesture-pacing
10.276402,-1.089315,-16.951126,140.39429,8.668806,1.109413,-11.9125,-22.499084,-165.14328,3,8,3,17.49091,5.872443,17.244253,25.35307,7.054639,0,1705.9176,54.85509,1685.0349,2.852421,-1.251148,-3.093835,6.984783,1.893139,9.121508,42.561974,7.4861,44.411438,-6.183325,-4.712388,-10.481666,-4.117578,0.615056,-4.106355,0.565965,4.674679,-0.489764,gesture-pacing
2.956291,2.337652,-8.490024,141.89423,14.46008,4.950311,-11.499351,-7.749283,-147.89398,3,9,2,12.096636,5.607339,9.737448,19.022972,5.846339,0,1034.4149,38.582417,1030.7975,4.340885,0.078285,-4.414583,19.175964,-0.880537,19.64016,32.2979,6.636795,33.209606,-8.64636,-4.499902,-3.176806,-4.477007,1.747917,-1.554136,0.337283,5.984008,0.038906,gesture-pacing
1.570178,2.77111,-7.66691,112.64542,39.898376,1.752406,-10.233117,-7.982119,-124.64493,4,8,2,9.931688,7.235654,8.032657,14.809023,8.894254,0,657.65546,108.60905,723.84515,4.378875,2.20254,-4.434787,19.414629,7.342898,19.765726,25.692816,10.783696,27.975466,-6.512228,-6.952013,-3.824438,-4.742614,2.468422,-1.546804,-2.431761,5.737256,0.127192,gesture-pacing
1.89317,0.18115,-6.902875,123.14499,9.025542,2.240823,-15.026459,-8.065167,-100.94589,2,9,2,10.421658,4.21683,7.276175,17.265213,5.033616,0,788.47473,25.60857,469.50507,4.331358,0.103355,-4.408376,19.143442,-0.927158,19.601725,28.143543,5.063732,22.74104,-6.436512,-3.70398,-3.659537,-4.485387,0.271742,-2.776526,-0.859369,2.971653,-0.583736,gesture-pacing
13.140483,-0.468681,-16.72984,144.29413,8.704121,2.330755,-5.306,-8.09967,-157.04361,3,9,3,15.483553,3.538592,17.02452,23.442547,4.848303,0,1797.9353,20.025654,2083.7466,2.883053,0.122129,-2.882171,7.046297,-0.055529,7.032419,44.391525,4.499479,48.61722,-2.414403,-4.042909,-2.891747,-0.396689,0.243323,-1.993323,0.684293,2.20925,-0.515202,gesture-pacing
5.454032,1.439559,-7.1021,131.09467,20.699158,2.827103,-9.785851,-5.260959,-121.94504,2,8,4,8.977609,3.851253,8.013752,16.206676,5.648536,0,840.65173,31.766705,700.0006,4.384264,2.036315,-4.410769,19.459122,5.7847,19.611353,29.502512,5.817132,27.394169,-3.111415,-3.160496,-2.662801,-0.809091,0.316633,-1.220594,0.607678,3.008165,0.265457,gesture-pacing
12.59897,1.765067,-11.699594,134.39453,21.899109,6.370522,-9.776423,-9.684396,-120.74509,4,14,4,15.193735,4.155093,13.373807,28.880743,6.928215,0,1656.5137,40.109325,1305.6033,2.860259,1.499844,-2.870522,6.937254,4.380474,6.974169,42.605724,6.574556,37.980045,-1.247379,-1.558775,-1.548749,-0.478242,0.595539,-0.017208,0.859967,2.406322,0.864756,gesture-pacing
4.740407,0.442947,-8.194975,137.84439,13.826814,1.751059,-9.424625,-10.856957,-140.0943,2,8,2,9.597226,4.42217,8.507193,17.161648,5.552276,0,941.6131,34.127495,917.6237,4.398922,0.681938,-4.456138,19.549818,0.868768,19.899975,31.049707,5.858643,31.381224,-3.210924,-4.370765,-2.912546,-1.898303,-0.229245,-1.653795,0.139612,2.787449,-0.472107,gesture-pacing
2.829794,-0.408242,-7.731856,135.74448,12.779949,8.966584,-10.71914,-27.448883,-144.29413,4,8,4,11.14709,5.571921,9.92632,16.918802,7.17467,0,939.7329,67.05871,996.3127,4.393781,-1.620869,-4.361917,19.509981,5.039551,19.314507,30.785393,8.199107,32.49761,-5.418228,-3.679439,-3.12144,-4.49242,-0.423624,-0.776619,-2.149245,4.064756,0.529867,gesture-pacing
2.834161,0.939743,-6.717412,138.14438,13.537564,1.396268,-9.558551,-10.75625,-118.49518,2,10,2,10.984198,5.610591,7.299458,16.895153,7.388043,0,971.2324,41.71286,660.1955,4.41371,-0.128908,-4.442866,19.63618,-0.628414,19.81635,31.293207,6.52656,26.557846,-6.321441,-4.626196,-2.626739,-4.350713,0.642964,-0.757765,-1.444452,5.39978,0.147545,gesture-pacing
1.361902,2.428774,-7.130971,109.945526,29.24881,4.030639,-9.401282,-8.999056,-112.64542,4,10,4,9.859081,6.182853,8.598593,16.145868,8.395205,0,632.33795,67.29464,599.38477,4.334444,1.645851,-4.308295,19.138115,4.478476,18.966103,25.183182,8.555326,25.49972,-7.450756,-4.529381,-5.944503,-5.084237,0.550155,-1.043872,-0.321805,6.51148,0.497158,gesture-pacing
10.070319,0.698047,-17.051004,143.84415,14.909592,3.731513,-11.506982,-9.449616,-162.74338,4,8,4,18.151588,5.634472,17.584118,32.34346,6.285332,0,1900.4799,44.96407,2278.3083,2.856508,0.32094,-2.881581,6.939071,-0.728142,7.022004,44.742496,6.741761,50.685753,-7.358429,-4.76087,-2.673725,-3.087772,-0.032322,-1.479317,-1.481113,5.909338,-0.61678,gesture-pacing
4.323249,-0.590703,-6.932626,139.19434,10.551696,3.242946,-14.413543,-13.799438,-119.39514,6,10,2,11.023745,5.055798,7.925531,20.65296,6.793519,0,983.5378,38.62218,670.7269,4.27257,-0.427135,-4.416143,18.780867,-0.451072,19.649984,31.657988,6.242685,26.810226,-5.842002,-5.61126,-2.292448,-1.649455,0.661941,-1.799841,0.546497,4.219032,0.215336,gesture-pacing
3.212825,0.497317,-7.859315,136.79443,9.254786,2.958186,-12.710518,-10.199585,-131.99463,2,11,2,10.831972,4.739481,8.775317,17.898083,6.063561,0,952.59,31.669336,816.983,4.36608,-0.405125,-4.417946,19.349068,-0.74124,19.661346,31.030828,5.649483,29.643747,-4.975301,-5.038897,-4.072986,-2.77877,1.309778,-1.604564,-1.675792,4.250905,0.280571,gesture-pacing
2.919408,-1.263049,-10.925127,133.94455,16.218771,1.296011,-9.756521,-19.349213,-165.44327,2,10,2,10.659516,6.431723,11.145332,16.929745,8.75715,0,913.2526,62.97415,1263.4049,4.393083,-0.048124,-4.432425,19.50766,0.545137,19.750044,30.36076,8.035511,37.185524,-6.42499,-5.690718,-5.054309,-4.089596,-2.023849,-3.091812,-1.336862,4.742764,-0.677858,gesture-pacing
9.085063,-0.09459,-15.86167,139.9443,14.248941,10.514735,-16.119411,-22.34909,-159.5935,3,11,3,18.72153,7.016964,17.304998,24.980976,10.237796,0,1888.6631,79.59771,2052.0427,2.840898,-0.547616,-2.87934,6.867397,0.363251,7.107782,44.398216,8.922256,47.9962,-6.576273,-7.499695,-3.291728,-4.472668,0.69481,-1.845032,-0.901417,5.319467,0.035763,gesture-pacing
-0.870475,-0.136615,-0.158854,7.989601,1.14802,1.537377,-7.681198,-2.353051,-3.26614,11,7,13,2.573935,0.668457,0.869949,3.964274,0.891496,0,12.148418,0.76911,1.341259,0.207207,-0.713713,-1.068861,1.086253,0.754144,1.071391,3.592512,0.887566,1.168971,-3.410391,-0.619949,-0.860117,-0.493505,-0.041749,0.157868,-0.191985,0.534356,0.572364,gesture-scratching
-0.031376,-0.060934,-0.668318,10.304495,2.447772,2.906411,-8.529344,-3.912724,-4.689942,13,12,13,4.704034,1.395115,1.610917,8.706336,2.424555,0,33.657646,3.324371,3.917543,0.241984,-0.869864,-0.203149,-0.994648,-0.158213,-0.223593,5.801605,1.824304,2.089065,-5.132869,-1.489343,-2.417096,-0.617854,0.198569,-0.465074,5.605275,1.44876,0.385018,gesture-scratching
-0.050974,-0.338103,-0.753086,6.279692,2.371307,2.213739,-7.193379,-2.806753,-4.065504,14,17,9,3.242924,1.443446,1.439444,5.410716,2.412136,0,14.334589,2.464674,2.418396,-0.00452,-0.005445,0.233477,-0.84746,-1.427276,-0.035745,3.786448,1.605923,1.72787,-2.439392,-2.000655,-1.970428,-1.253816,-0.488118,-1.009904,3.698593,1.047463,-0.059655,gesture-scratching
-0.082783,-0.028333,-0.668171,11.792042,3.370138,3.562722,-10.795156,-4.333056,-4.811896,16,10,17,4.733917,1.587957,1.67365,9.065725,2.609509,0,33.93122,4.116678,4.847993,0.143672,-0.802013,-0.158722,-0.344017,0.191226,0.004022,5.82564,2.029158,2.300966,-5.183746,-0.778564,-1.65559,0.358994,0.373495,-0.613514,2.991555,1.433379,0.029827,gesture-scratching
-0.07271,0.306779,-0.505892,9.118766,2.612373,1.895908,-6.848465,-3.205986,-4.510377,17,12,12,3.463917,1.333399,1.255966,6.70598,2.015149,0,19.545214,2.39993,2.919447,0.309594,-0.74658,-1.007472,-0.172803,-0.139935,0.694308,4.421595,1.579254,1.781958,-3.226486,-0.565032,-1.486201,-0.216226,0.484078,-0.201263,2.219874,1.452682,0.516549,gesture-scratching
0.212485,0.079683,-0.486435,9.355942,2.319233,1.926135,-8.494328,-3.685724,-3.878008,16,12,14,3.898614,1.29462,1.245351,7.179874,2.190344,0,21.775505,2.519963,2.383101,0.161882,-0.944256,-0.522201,-0.610265,0.375884,-0.026129,4.671258,1.589438,1.618555,-3.871873,-1.276708,-1.78368,-0.233293,0.387861,-0.455198,3.812916,1.251868,0.437824,gesture-scratching
-0.092762,0.010064,-0.196869,9.169344,2.692429,3.069965,-8.051251,-3.666421,-3.613599,16,13,14,3.989087,1.420292,1.471063,7.465997,2.250834,0,22.664978,3.068999,3.394798,0.082689,-0.540737,-0.232038,-0.802772,-0.142037,-0.567748,4.761679,1.751885,1.852986,-3.890727,-1.265485,-1.884087,-0.351537,0.114473,-0.202759,3.193715,1.258452,0.881066,gesture-scratching
-0.228963,-0.007088,-0.599482,9.233239,1.776498,2.261623,-9.809493,-4.720318,-4.171298,15,11,15,3.865007,1.239204,1.35804,7.310253,2.071493,0,23.674612,2.675438,2.665613,0.167471,-1.372764,-0.298096,-0.260076,2.045352,0.076993,4.871041,1.635692,1.73925,-3.667169,-1.359458,-1.279252,-0.039415,0.155324,-0.728585,2.385972,1.18483,0.405219,gesture-scratching
-0.096572,0.433239,-0.667576,8.692299,2.215834,2.922572,-8.363695,-1.772607,-3.665822,15,12,13,3.983618,1.348196,1.451293,7.459757,1.871411,0,23.766235,1.934189,3.273753,0.078123,-0.451244,0.153577,-0.708056,-1.452364,-0.387818,4.876019,1.456669,1.928577,-4.085406,-1.250073,-2.353051,-0.42504,0.628927,-0.48303,3.509451,1.580921,0.105461,gesture-scratching
-0.402056,0.321555,-0.14481,8.55957,2.359935,3.220052,-9.41056,-4.407875,-4.462792,16,13,15,3.851263,1.41765,1.463958,7.276197,2.138778,0,22.066692,2.9189,3.575735,-0.023898,-1.336916,-0.163691,-0.198252,1.64405,0.178581,4.714695,1.738476,1.896498,-3.365499,-0.640898,-1.337311,-0.964863,0.844854,-0.568623,3.024026,1.367688,0.473753,gesture-scratching
0.22964,0.075311,-0.604898,9.370157,2.250101,2.929904,-8.771009,-3.128773,-3.970784,16,12,16,4.237489,1.477206,1.456075,7.470075,2.355319,0,26.28659,3.075831,3.209657,-0.130177,-0.678491,-0.260045,-0.794627,-0.915287,-0.48227,5.132186,1.755421,1.890915,-3.466655,-2.20102,-2.766799,0.517718,0.351798,-0.315885,3.036147,1.542913,0.551714,gesture-scratching
-0.579381,0.312143,-0.174865,9.34846,2.162114,2.302025,-9.089886,-3.877859,-3.096601,14,10,12,3.842827,1.548898,1.292463,6.546174,1.975005,0,22.66565,3.201303,2.271469,-0.167829,-1.2753,-0.1033,-0.356507,0.758564,-0.911833,4.79597,1.816242,1.51725,-5.439626,-0.716914,-1.326537,0.822109,0.835427,-0.162506,2.145654,1.48246,1.062726,gesture-scratching
0.312393,-0.095776,-0.523513,10.022428,2.048838,2.261922,-8.209269,-3.412336,-4.648043,17,7,12,3.995005,1.193314,1.251589,7.576194,1.756516,0,24.058151,2.433561,3.245723,0.270511,-0.828021,-1.129554,-0.46146,-0.076484,0.885404,4.914848,1.562925,1.87611,-3.891625,-0.758812,-1.069759,0.092476,0.082899,-0.180463,2.697367,1.026963,0.465672,gesture-scratching
0.086791,0.224686,-0.444507,8.887576,2.347365,2.477999,-7.501782,-2.555212,-4.380491,16,12,13,3.293567,1.269296,1.438999,5.969755,1.878286,0,17.043581,2.106699,3.629929,0.05288,-0.691528,-0.612353,-0.305583,-0.620173,-0.140128,4.129299,1.468735,1.956404,-3.484012,-1.095092,-1.797746,-0.015979,0.525078,-0.246603,1.803582,1.047912,0.690428,gesture-scratching
-0.389435,0.091768,-0.510582,6.926126,2.152986,3.10917,-7.25922,-3.923648,-4.379294,16,9,12,3.338397,1.57535,1.334726,6.078183,2.052272,0,16.61536,3.388826,3.635822,-0.16364,-0.974975,-0.633927,-0.717732,-0.350058,0.512102,4.094755,1.843162,1.973959,-4.291008,-1.134702,-1.088913,0.378284,0.76794,-0.26426,1.352125,1.516577,0.291195,gesture-scratching
-0.284853,-0.301059,0.004452,9.222166,2.751985,3.312079,-7.340922,-5.341015,-3.810073,13,8,13,3.38664,1.779936,1.290003,6.044671,2.449248,0,17.446123,4.798531,2.701945,0.126442,-0.917204,-0.175774,-0.103411,0.323055,0.329037,4.186557,2.211146,1.643765,-3.235315,-1.409885,-1.165078,0.375291,-0.327257,-0.166547,2.214786,1.36245,0.906505,gesture-scratching
-0.497615,0.436075,-0.507595,9.359832,2.132186,2.888604,-8.647258,-1.830966,-3.798102,16,13,12,3.853577,1.010683,1.429558,7.011383,1.285322,0,22.157528,1.242917,2.809772,0.211988,-0.613362,0.169713,-0.269501,-0.265505,0.14761,4.733408,1.197113,1.751406,-3.711013,-0.126294,-1.266533,-1.366491,0.38008,-0.911443,1.492336,1.122432,0.481384,gesture-scratching
0.433651,0.108586,-0.625741,9.533113,2.106449,2.63856,-9.288754,-2.727295,-3.185186,15,13,12,4.101972,1.321727,1.495105,7.41393,1.951432,0,24.92714,2.049757,2.716169,-0.312119,-0.530077,0.521893,-0.413343,-1.132423,-0.533766,5.011507,1.435809,1.762873,-3.220201,-1.168221,-2.232892,0.393083,0.593912,-0.689979,4.449025,1.109114,-0.120375,gesture-scratching
-0.066826,0.139889,-0.376929,8.742578,1.359757,3.433884,-6.077831,-2.445527,-4.289661,13,12,13,3.482697,0.882511,1.420965,6.336315,1.277419,0,18.243687,1.079422,3.344768,0.701079,-1.025958,0.104979,-0.312037,0.315775,0.23504,4.271786,1.048328,1.867309,-3.663727,-0.447117,-1.612196,-1.075296,0.339228,-0.488118,1.803881,0.951695,0.054318,gesture-scratching
-0.004694,0.237793,-0.165555,8.752005,2.416498,4.071938,-7.647829,-4.26123,-4.231303,15,11,12,3.71419,1.386681,1.539752,6.843668,1.972539,0,20.347704,2.670147,4.306557,0.246197,-1.210705,-0.164055,-0.706457,1.230047,0.326159,4.510846,1.65127,2.081818,-3.777153,-1.43293,-1.228525,0.139013,0.562488,-0.153678,1.663521,1.307384,0.668282,gesture-scratching
0.069241,0.095267,-0.636208,10.474932,2.63033,2.125004,-7.00304,-3.050363,-4.351312,16,10,9,3.698316,1.060313,1.274961,6.456815,1.450831,0,21.841291,1.787806,2.715652,0.636989,-0.413787,-0.637066,-0.138689,0.28514,0.473183,4.67398,1.340478,1.766469,-4.051887,-0.955137,-1.521066,-0.362422,0.259322,-0.565032,2.339434,0.81777,0.128688,gesture-scratching
-0.700079,-0.073386,-0.283801,8.511836,1.968932,2.270152,-8.037485,-3.109769,-2.6013,15,10,10,3.404002,1.493431,0.891988,6.177093,1.956594,0,18.098812,2.904367,1.211445,-0.047106,-0.692833,0.233377,-0.121467,-1.14562,0.556845,4.311488,1.7058,1.136656,-3.591752,-2.350358,-1.083077,-0.757615,0.624887,-0.368258,1.728913,1.420959,0.17343,gesture-scratching
-0.057607,0.048744,-0.327955,6.695535,2.039561,2.535609,-6.992116,-3.719392,-4.274548,13,13,11,3.567094,1.375356,1.434567,6.626851,2.160692,0,18.187014,2.600538,3.114721,-0.020423,-1.085445,-0.29857,-1.052599,0.196221,-0.176706,4.265012,1.613355,1.79507,-3.336769,-1.348833,-1.495029,-0.502782,0.748936,-0.234632,3.625719,1.313369,0.690877,gesture-scratching
-0.109078,0.101764,-0.267648,8.158542,1.992125,4.213047,-8.268076,-3.180547,-3.731663,15,13,13,3.474623,1.061225,1.592721,6.508397,1.675378,0,18.914501,1.817325,3.804338,0.128146,-1.110721,0.527031,-0.360925,0.856059,0.011634,4.350448,1.351918,1.968749,-2.90686,-0.402974,-1.828422,-0.414646,0.206799,-0.703297,2.513762,1.066018,0.764199,gesture-scratching
0.61946,0.789179,0.551527,8.026262,9.068488,7.06484,-6.258892,-7.286154,-4.229208,16,16,16,3.490581,3.318225,2.470359,6.013127,5.553035,0,15.338882,16.627441,9.07122,0.034747,0.04929,0.304486,-1.15736,-0.37146,-0.321373,3.965175,4.153341,3.061928,-3.422212,-2.614468,-1.964143,0.03835,0.332363,0.703746,3.981857,3.961955,1.250372,gesture-scratching
0.887489,0.129133,-0.991209,9.023896,4.603301,3.934721,-9.579201,-4.516811,-6.943484,14,11,12,4.117521,1.787372,2.397813,7.107796,2.741421,0,24.76262,4.971449,7.150642,0.131946,-0.371409,0.00174,-0.485955,0.152617,-0.265165,5.054726,2.233411,2.851866,-3.31597,-1.18079,-3.188777,-0.003142,0.567426,-1.8582,3.955072,1.309928,0.416591,gesture-scratching
-0.268005,0.249901,-0.155715,7.756615,3.83596,3.379116,-6.864176,-4.544494,-3.95552,17,11,7,3.529132,1.830523,1.522935,5.990099,2.860295,0,17.74184,4.789422,3.726376,0.546909,-0.397185,-0.385594,-0.597387,-0.382742,-0.306015,4.220624,2.202697,1.936653,-3.555539,-1.253514,-1.662773,-1.4865,0.356864,-0.231789,1.71769,1.546654,1.158644,gesture-scratching
0.276799,0.311961,-0.195225,8.837447,7.015011,8.649203,-8.243237,-4.655375,-6.021267,11,11,13,3.872695,1.975198,2.812731,6.332751,3.201596,0,25.251331,7.600692,12.641098,0.180372,1.105039,0.797568,-0.582947,1.847022,0.726046,5.032688,2.774529,3.560788,-2.343624,-1.727416,-2.276587,-0.618752,0.059655,-0.867,1.359757,1.489942,1.777096,gesture-scratching
0.340426,-0.410956,-0.204652,9.304017,4.206463,6.542306,-7.722797,-4.370466,-5.049671,17,15,17,4.591765,2.067145,3.102549,8.327813,3.392011,0,27.702488,5.979953,12.695971,0.27783,0.441453,0.60866,-1.201388,-0.541122,-0.889037,5.274313,2.479685,3.569013,-4.340838,-2.322226,-3.586365,-1.325789,-0.914136,-1.580921,5.27712,0.518794,1.793107,gesture-scratching
